# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.11.2
#@/tick	3096
#@/user_id	xiaoyi-sp9
a 	啊	c=8 d=1.17034 t=3096
ke chi xu fa zhan 	可持續發展	c=1 d=0.384812 t=3096
ke ji yuan 	科技園	c=1 d=0.970446 t=3096
ke kao xing 	可靠性	c=1 d=0.0160829 t=3096
ke lian 	可憐	c=2 d=0.107459 t=3096
ke neng 	可能	c=6 d=0.976719 t=3096
ke xi 	可惜	c=2 d=0.278037 t=3096
ke yi 	可以	c=60 d=14.0122 t=3096
ke yi de 	可以的	c=2 d=0.548856 t=3096
ken ding 	墾丁	c=1 d=0.0246002 t=3096
ken ding 	肯定	c=5 d=0.731814 t=3096
kong 	空	c=1 d=0.425283 t=3096
kong ge 	空格	c=1 d=0.463013 t=3096
kou ke 	口渴	c=1 d=0.308819 t=3096
ku nao 	哭鬧	c=1 d=0.0685632 t=3096
ku nao 	苦惱	c=1 d=0.0682212 t=3096
kua zhang 	誇張	c=1 d=0.0207543 t=3096
kuai 	快	c=6 d=0.484325 t=3096
kuai di 	快遞	c=1 d=0.109154 t=3096
kuai jie jian 	快捷鍵	c=2 d=1.05842 t=3096
kuan dai 	寬帶	c=1 d=0.00771183 t=3096
kun si 	困死	c=1 d=0.822835 t=3096
la 	啦	c=6 d=1.6782 t=3096
lai 	來	c=6 d=1.13892 t=3096
lai hui 	來回	c=1 d=0.0488012 t=3096
lai kan 	來看	c=1 d=0.181772 t=3096
lai shuo 	來說	c=1 d=0.571209 t=3096
lan tian 	藍天	c=1 d=0.00499159 t=3096
lao 	老	c=1 d=0.222017 t=3096
lao ba 	老爸	c=1 d=0.371577 t=3096
lao ban 	老闆	c=2 d=0.615697 t=3096
lao dong 	勞動	c=1 d=0.332871 t=3096
lao ge 	老哥	c=1 d=0.319819 t=3096
lao gong 	老公	c=1 d=0.0349094 t=3096
lao niu 	老牛	c=1 d=0.227638 t=3096
lao yuan gong 	老院公	c=1 d=0.185444 t=3096
lao zhu 	老豬	c=1 d=0.238115 t=3096
lao zong 	老總	c=1 d=0.118837 t=3096
le 	了	c=81 d=10.0357 t=3096
lei si 	類似	c=1 d=0.0845849 t=3096
leng 	冷	c=1 d=0.323033 t=3096
leng jing 	冷靜	c=2 d=1.34292 t=3096
li 	力	c=2 d=1.3207 t=3096
li hai 	厲害	c=5 d=0.767432 t=3096
li he 	禮盒	c=2 d=0.594998 t=3096
li jie 	禮節	c=1 d=0.158025 t=3096
li mian 	裏面	c=8 d=1.83125 t=3096
li you 	理由	c=1 d=0.00522135 t=3096
li zhi 	離職	c=2 d=0.55812 t=3096
lia 	倆	c=2 d=0.715267 t=3096
lian 	連	c=3 d=0.31615 t=3096
lian ai 	戀愛	c=1 d=0.556037 t=3096
lian ai nao 	戀愛腦	c=1 d=0.597501 t=3096
lian tong 	聯通	c=1 d=0.00729913 t=3096
liang ge ren 	兩個人	c=1 d=0.631284 t=3096
liang san ge yue 	兩三個月	c=1 d=0.0862936 t=3096
lie biao 	列表	c=1 d=0.494109 t=3096
lin 	林	c=1 d=0.028297 t=3096
ling qian 	零錢	c=0 d=0.0305746 t=3096
ling qian dai 	零錢袋	c=1 d=0.307279 t=3096
ling yu 	領域	c=1 d=0.22091 t=3096
liu chang 	流暢	c=1 d=0.00644146 t=3096
long nian 	龍年	c=2 d=0.584615 t=3096
lou xia 	樓下	c=1 d=0.185444 t=3096
lu 	路	c=0 d=0.0869358 t=3096
lun 	論	c=1 d=0.0566989 t=3096
luo ji 	邏輯	c=1 d=0.427415 t=3096
luo yan 	裸眼	c=3 d=0.139766 t=3096
lve guo 	掠過	c=1 d=0.0788664 t=3096
ma 	嗎	c=2 d=1.03243 t=3096
ma 	嘛	c=3 d=1.31333 t=3096
mai 	買	c=5 d=2.08663 t=3096
man yi 	滿意	c=1 d=0.927743 t=3096
man yue 	滿月	c=1 d=0.0365162 t=3096
man zu 	滿足	c=1 d=0.0305009 t=3096
mang 	忙	c=4 d=1.00807 t=3096
mao 	毛	c=1 d=0.640824 t=3096
mao 	貓	c=3 d=1.15967 t=3096
mao mi 	貓咪	c=1 d=0.677057 t=3096
me 	麼	c=3 d=1.48017 t=3096
mei 	沒	c=10 d=1.73923 t=3096
mei cuo 	沒錯	c=1 d=0.0262523 t=3096
mei li 	美麗	c=1 d=0.744532 t=3096
mei mao 	眉毛	c=2 d=0.0825627 t=3096
mei nian 	每年	c=1 d=0.0380064 t=3096
mei shen me 	沒什麼	c=1 d=0.677057 t=3096
mei shi 	沒事	c=3 d=1.43268 t=3096
mei tian 	每天	c=1 d=0.232236 t=3096
mei yan 	美顏	c=3 d=1.93605 t=3096
mei yi jian 	每一件	c=1 d=0.447088 t=3096
mei you 	沒有	c=7 d=0.95787 t=3096
men 	們	c=3 d=0.77109 t=3096
mi 	米	c=0 d=0.0101266 t=3096
mi ma 	密碼	c=2 d=0.0445125 t=3096
mi mi 	咪咪	c=1 d=0.0366992 t=3096
mi mi 	米米	c=1 d=0.0925506 t=3096
mian fei 	免費	c=1 d=0.0459593 t=3096
ming 	命	c=1 d=0.790571 t=3096
ming bai 	明白	c=1 d=0.486752 t=3096
ming nian 	明年	c=1 d=0.0769192 t=3096
ming xian 	明顯	c=1 d=0.0424257 t=3096
ming zi 	名字	c=1 d=0.126186 t=3096
mo kuai 	模塊	c=1 d=0.0459593 t=3096
mo ming 	莫名	c=1 d=0.0739031 t=3096
mo ni 	模擬	c=3 d=0.866886 t=3096
mo ren 	默認	c=1 d=0.806541 t=3096
mo tuo 	摩托	c=1 d=0.913931 t=3096
mo xing 	模型	c=1 d=0.524663 t=3096
mou ge 	某個	c=1 d=0.99005 t=3096
mu mian hua 	木棉花	c=2 d=0.315962 t=3096
na 	那	c=17 d=4.60691 t=3096
na chu lai 	拿出來	c=1 d=0.00548905 t=3096
na ge 	那個	c=7 d=0.532014 t=3096
na li 	哪裏	c=1 d=0.99005 t=3096
na li 	那裏	c=1 d=0.0372538 t=3096
na me 	那麼	c=8 d=1.79953 t=3096
na me kuai 	那麼快	c=1 d=0.774916 t=3096
na ni 	納尼	c=1 d=0.055299 t=3096
na shi 	那是	c=1 d=0.256661 t=3096
na shi hou 	那時候	c=2 d=0.628135 t=3096
na zhong 	那種	c=3 d=1.87513 t=3096
nai zui 	奶嘴	c=0 d=0.00713613 t=3096
nan 	難	c=1 d=0.0262523 t=3096
nan de 	難得	c=1 d=0.0132999 t=3096
nan nv 	男女	c=1 d=0.499074 t=3096
nan peng you 	男朋友	c=1 d=0.179964 t=3096
nan sheng 	男生	c=4 d=1.59079 t=3096
nao 	腦	c=0 d=0.0594521 t=3096
nao zi 	腦子	c=1 d=0.806541 t=3096
ne 	呢	c=4 d=0.971657 t=3096
nei bu 	內部	c=2 d=0.315695 t=3096
neng 	能	c=9 d=1.60416 t=3096
neng li 	挊力	c=2 d=0.619185 t=3096
neng li 	能力	c=3 d=0.407848 t=3096
ni 	你	c=55 d=5.18487 t=3096
ni men 	你們	c=1 d=0.339596 t=3096
nian 	唸	c=1 d=0.0492917 t=3096
nian 	年	c=1 d=0.196912 t=3096
nian jia 	年假	c=1 d=0.183599 t=3096
nian ling 	年齡	c=5 d=1.54424 t=3096
nian qing 	年輕	c=2 d=0.704688 t=3096
nian qing ren 	年輕人	c=1 d=0.537944 t=3096
niao yang 	尿樣	c=1 d=0.00752142 t=3096
ning yuan 	寧願	c=1 d=0.951229 t=3096
niu 	妞	c=1 d=0.0439369 t=3096
nu li 	努力	c=1 d=0.474734 t=3096
nv er 	女兒	c=2 d=0.358135 t=3096
nv hai zi 	女孩子	c=2 d=0.670619 t=3096
nv shen 	女神	c=1 d=0.0229371 t=3096
nv sheng 	女生	c=1 d=0.160414 t=3096
pa 	怕	c=3 d=1.44189 t=3096
pai 	拍	c=1 d=0.0753961 t=3096
pai zhao 	拍照	c=1 d=0.0275983 t=3096
pei 	陪	c=0 d=0.019398 t=3096
pei chan jia 	陪產假	c=1 d=0.194952 t=3096
pei zhe 	陪着	c=1 d=0.213312 t=3096
pei zhe ni 	陪着你	c=1 d=0.138069 t=3096
pei zhi 	配置	c=3 d=2.54491 t=3096
peng you 	朋友	c=1 d=0.00621991 t=3096
pi fu 	皮膚	c=1 d=0.932394 t=3096
pi lao 	疲勞	c=1 d=0.873716 t=3096
pi ru 	譬如	c=2 d=0.670755 t=3096
pin zhong 	品種	c=1 d=0.356537 t=3096
pin zhong mao 	品種貓	c=1 d=0.0131675 t=3096
ping bei 	平輩	c=1 d=0.687289 t=3096
ping gu 	評估	c=1 d=0.740818 t=3096
ping guo 	蘋果	c=1 d=0.0057417 t=3096
ping tai 	平臺	c=2 d=0.0323675 t=3096
ping zheng 	憑證	c=1 d=0.588605 t=3096
po li 	魄力	c=1 d=0.382893 t=3096
po po 	婆婆	c=2 d=0.0652158 t=3096
pu gu 	僕姑	c=1 d=0.737123 t=3096
pu tong 	普通	c=1 d=0.0136366 t=3096
qi che 	騎車	c=1 d=0.955997 t=3096
qi chuang 	起牀	c=1 d=0.0953692 t=3096
qi dai 	期待	c=1 d=0.83527 t=3096
qi dong 	啓動	c=1 d=0.467666 t=3096
qi ma 	起碼	c=4 d=0.74934 t=3096
qi shi 	其實	c=26 d=4.22828 t=3096
qi ta 	其他	c=5 d=0.514872 t=3096
qi ye 	企業	c=1 d=0.227638 t=3096
qia le 	掐了	c=2 d=0.247626 t=3096
qian qian hou hou 	前前後後	c=1 d=0.0564161 t=3096
qiang da 	強大	c=1 d=0.106992 t=3096
qie huan 	切換	c=3 d=1.7634 t=3096
qing 	請	c=1 d=0.360595 t=3096
qing 	輕	c=4 d=0.425572 t=3096
qing dan 	清單	c=1 d=0.771052 t=3096
qing jia 	請假	c=1 d=0.202909 t=3096
qing ke 	請客	c=1 d=0.15259 t=3096
qing ni 	請你	c=1 d=0.142987 t=3096
qing nian 	青年	c=1 d=0.752014 t=3096
qing xi 	清晰	c=1 d=0.104874 t=3096
qing xi 	清洗	c=1 d=0.105928 t=3096
qu 	去	c=13 d=2.14673 t=3096
qu dao 	渠道	c=1 d=0.729789 t=3096
qu nian 	去年	c=1 d=0.465334 t=3096
qu yue 	取悅	c=1 d=0.339596 t=3096
quan 	全	c=1 d=0.115903 t=3096
quan 	勸	c=1 d=0.878095 t=3096
quan bu 	全部	c=1 d=0.116484 t=3096
quan cheng 	全程	c=1 d=0.0665368 t=3096
quan ju 	全局	c=2 d=0.846841 t=3096
quan ma 	全麻	c=1 d=0.0593087 t=3096
que bao 	確保	c=2 d=0.895978 t=3096
que han 	缺憾	c=1 d=0.0359725 t=3096
que shi 	確實	c=5 d=1.05595 t=3096
qun 	羣	c=3 d=0.322725 t=3096
qun you 	羣友	c=1 d=0.0257325 t=3096
ran er 	然而	c=1 d=0.257947 t=3096
ran hou 	然後	c=3 d=0.754832 t=3096
rang 	讓	c=8 d=1.85489 t=3096
rang ren 	讓人	c=1 d=0.0735345 t=3096
ren 	人	c=13 d=2.23353 t=3096
ren chu lai 	認出來	c=1 d=0.0480747 t=3096
ren he 	任何	c=1 d=0.0223708 t=3096
ren jia 	人家	c=5 d=1.7065 t=3096
ren jiu 	人就	c=1 d=0.810584 t=3096
ren lian 	人臉	c=3 d=0.051449 t=3096
ren sheng 	人生	c=1 d=0.249075 t=3096
ren yu 	人與	c=1 d=0.57695 t=3096
ri 	日	c=1 d=0.499074 t=3096
rong yi 	容易	c=3 d=1.50504 t=3096
rou 	肉	c=1 d=0.071719 t=3096
ru ci 	如此	c=1 d=0.843665 t=3096
ru guo 	如果	c=40 d=13.6687 t=3096
ru guo shuo 	如果說	c=1 d=0.70822 t=3096
ru he 	如何	c=1 d=0.99005 t=3096
ruan jian 	軟件	c=1 d=0.0275983 t=3096
san fen zhi er 	三分之二	c=1 d=0.301194 t=3096
san ge 	三個	c=1 d=0.191092 t=3096
san shi er 	三十二	c=1 d=0.0265162 t=3096
sha 	啥	c=1 d=0.0120946 t=3096
shan chang 	擅長	c=1 d=0.196912 t=3096
shan zhu 	山竹	c=1 d=0.0893673 t=3096
shang 	上	c=8 d=2.21688 t=3096
shang ban 	上班	c=4 d=1.00774 t=3096
shang ban lu 	上班路	c=1 d=0.873716 t=3096
shang bao 	上報	c=1 d=0.481909 t=3096
shang cheng 	商城	c=1 d=0.00891518 t=3096
shang ge 	上個	c=0 d=0.00441572 t=3096
shang ge zhou 	上個周	c=1 d=0.0443785 t=3096
shang ji 	上級	c=1 d=0.324652 t=3096
shang mian 	上面	c=2 d=0.0217849 t=3096
shang wang ben 	上網本	c=1 d=0.0248475 t=3096
shang ye 	商業	c=0 d=0.000909528 t=3096
shang ye ban 	商業版	c=1 d=0.00914087 t=3096
shang yin 	上癮	c=1 d=0.283654 t=3096
shang zhang 	上漲	c=1 d=0.090718 t=3096
shang zhou si 	上週四	c=1 d=0.0510474 t=3096
shao 	少	c=1 d=0.726149 t=3096
shao wei 	稍微	c=2 d=0.83527 t=3096
she bei 	設備	c=2 d=1.20375 t=3096
she ji 	設計	c=1 d=0.0271874 t=3096
she xiang ji 	攝像機	c=1 d=0.0434998 t=3096
she xiang tou 	攝像頭	c=1 d=0.0147723 t=3096
she zhi 	設置	c=5 d=1.28881 t=3096
shen cai 	身材	c=1 d=0.0209629 t=3096
shen gao 	身高	c=1 d=0.188247 t=3096
shen ma 	神碼	c=1 d=0.554327 t=3096
shen me 	什麼	c=8 d=1.42606 t=3096
shen mei 	審美	c=1 d=0.0665368 t=3096
shen qi 	神奇	c=2 d=0.0113175 t=3096
shen shang 	身上	c=1 d=0.190139 t=3096
shen zhen 	深圳	c=6 d=1.77929 t=3096
shen zhi 	甚至	c=2 d=1.01335 t=3096
sheng 	生	c=3 d=0.741856 t=3096
sheng cheng 	生成	c=1 d=0.0323869 t=3096
sheng huo 	生活	c=3 d=0.83527 t=3096
sheng li 	生理	c=1 d=0.65377 t=3096
sheng mo 	繩墨	c=1 d=0.771052 t=3096
sheng ri 	生日	c=1 d=0.113042 t=3096
shi 	是	c=3 d=2.01012 t=3096
shi ba 	是吧	c=1 d=0.759572 t=3096
shi bie 	識別	c=3 d=0.0479421 t=3096
shi bu shi 	是不是	c=1 d=0.18452 t=3096
shi ce 	實測	c=2 d=0.84683 t=3096
shi de 	使得	c=2 d=0.146702 t=3096
shi fang 	釋放	c=1 d=0.418952 t=3096
shi fu 	師傅	c=0 d=0.00464212 t=3096
shi he 	適合	c=1 d=0.0417941 t=3096
shi hou 	時候	c=15 d=3.50884 t=3096
shi hua 	實話	c=1 d=0.0378169 t=3096
shi jian 	時間	c=6 d=0.913931 t=3096
shi jiao 	視角	c=1 d=0.23457 t=3096
shi mian 	失眠	c=2 d=0.0116891 t=3096
shi nve 	市虐	c=1 d=0.0290133 t=3096
shi pin 	視頻	c=1 d=0.0765355 t=3096
shi qian 	事前	c=1 d=0.373439 t=3096
shi qing 	事情	c=2 d=0.482935 t=3096
shi shi 	事實	c=1 d=0.159614 t=3096
shi shi 	試試	c=1 d=0.0117959 t=3096
shi xian 	實現	c=3 d=0.496585 t=3096
shi yan shi 	實驗室	c=2 d=0.351198 t=3096
shi ye 	事業	c=1 d=0.414783 t=3096
shi yi shi 	試一試	c=1 d=0.726149 t=3096
shi yong 	使用	c=5 d=1.63134 t=3096
shi zai 	實在	c=2 d=0.865022 t=3096
shi zai hua 	實在話	c=4 d=1.37938 t=3096
shi zhong 	始終	c=1 d=0.018968 t=3096
shou 	受	c=1 d=0.647265 t=3096
shou dao 	收到	c=2 d=0.605105 t=3096
shou gui ju 	守規矩	c=1 d=0.268474 t=3096
shou ji 	手機	c=2 d=0.680451 t=3096
shou mai 	售賣	c=1 d=0.00927901 t=3096
shou shu 	手術	c=5 d=0.614134 t=3096
shou shu qian 	手術前	c=1 d=0.373439 t=3096
shou wan 	手腕	c=0 d=0.0782705 t=3096
shou wan teng 	手腕疼	c=1 d=0.786628 t=3096
shou xie 	手寫	c=1 d=0.00481991 t=3096
shou xin 	手心	c=2 d=0.927101 t=3096
shu cai 	蔬菜	c=2 d=0.654194 t=3096
shu chu 	輸出	c=1 d=0.26982 t=3096
shu fu 	舒服	c=1 d=0.900325 t=3096
shu li 	梳理	c=1 d=0.516851 t=3096
shu li 	樹立	c=2 d=1.02598 t=3096
shu ru 	輸入	c=1 d=0.116484 t=3096
shu ru fa 	輸入法	c=6 d=1.77294 t=3096
shu shu 	叔叔	c=1 d=0.71177 t=3096
shu yi shu er 	數一數二	c=1 d=0.224249 t=3096
shuai qi 	帥氣	c=2 d=0.201323 t=3096
shuang pin 	雙拼	c=3 d=1.90956 t=3096
shui 	水	c=1 d=0.752014 t=3096
shui bu zhao 	睡不着	c=1 d=0.00559994 t=3096
shui jiao 	睡覺	c=1 d=0.256661 t=3096
shui mian 	睡眠	c=2 d=0.0180131 t=3096
shui ping 	水平	c=3 d=0.865022 t=3096
shui zhao 	睡着	c=1 d=0.0236356 t=3096
shun bian 	順便	c=1 d=0.190139 t=3096
shuo 	說	c=9 d=1.50618 t=3096
shuo fa 	說法	c=1 d=0.0204453 t=3096
shuo hua 	說話	c=1 d=0.105399 t=3096
shuo shi hua 	說實話	c=7 d=0.996943 t=3096
shuo shuo 	說說	c=1 d=0.918512 t=3096
si ge 	四個	c=1 d=0.0101022 t=3096
si qi 	私企	c=1 d=0.218712 t=3096
si xiang 	思想	c=1 d=0.637628 t=3096
song 	送	c=1 d=0.557106 t=3096
sou gou 	搜狗	c=1 d=0.960789 t=3096
su qiu 	訴求	c=1 d=0.0308074 t=3096
su zhi 	素質	c=1 d=0.112478 t=3096
suan 	算	c=4 d=2.4151 t=3096
suan qi lai 	算起來	c=1 d=0.180866 t=3096
suan shi 	算是	c=3 d=1.1004 t=3096
sui ran 	雖然	c=6 d=0.887188 t=3096
sui shi 	隨時	c=2 d=0.850577 t=3096
sui zhi 	隨之	c=1 d=0.414783 t=3096
suo yi 	所以	c=7 d=1.97495 t=3096
suo you 	所有	c=1 d=0.822835 t=3096
ta 	他	c=6 d=0.908653 t=3096
ta 	她	c=10 d=1.53165 t=3096
ta men 	他們	c=3 d=1.3092 t=3096
tai 	太	c=3 d=1.22309 t=3096
tai feng 	颱風	c=1 d=0.132655 t=3096
tai jiu 	太久	c=1 d=0.145148 t=3096
tai ping yang 	太平洋	c=1 d=0.0247235 t=3096
tan yi xia 	談一下	c=1 d=0.085435 t=3096
tang 	湯	c=0 d=0.0113608 t=3096
tang 	燙	c=1 d=0.00554422 t=3096
tao bao 	淘寶	c=1 d=0.246597 t=3096
te bie 	特別	c=3 d=0.481909 t=3096
te shu 	特殊	c=1 d=0.831104 t=3096
teng 	疼	c=1 d=0.876787 t=3096
teng xun 	騰訊	c=6 d=2.61225 t=3096
ti dao 	提到	c=1 d=0.299692 t=3096
ti gong 	提供	c=1 d=0.0441572 t=3096
ti xing 	提醒	c=1 d=0.429557 t=3096
ti yan 	體驗	c=4 d=1.72573 t=3096
ti yu 	體育	c=1 d=0.198891 t=3096
ti zhi 	體制	c=1 d=0.767206 t=3096
ti zhi 	體質	c=1 d=0.771052 t=3096
ti zhong 	體重	c=1 d=0.0884781 t=3096
ti zi 	梯子	c=2 d=0.0130499 t=3096
tian 	天	c=5 d=1.07131 t=3096
tian jia 	添加	c=3 d=2.12871 t=3096
tian kong 	天空	c=1 d=0.0248475 t=3096
tian qi 	天氣	c=1 d=0.321422 t=3096
tian shang 	天上	c=1 d=0.0776922 t=3096
tian tian 	天天	c=1 d=0.0720785 t=3096
tiao 	條	c=1 d=0.460704 t=3096
tiao jian 	條件	c=1 d=0.191092 t=3096
tiao jie 	調節	c=1 d=0.697676 t=3096
tiao shi 	挑食	c=3 d=0.101587 t=3096
ting 	挺	c=3 d=0.913931 t=3096
ting 	聽	c=4 d=0.921653 t=3096
ting che 	停車	c=1 d=0.198891 t=3096
ting dao 	聽到	c=1 d=0.0389686 t=3096
ting gong 	停工	c=2 d=0.354573 t=3096
ting hao 	挺好	c=1 d=0.955997 t=3096
ting hao chi 	挺好喫	c=1 d=0.265803 t=3096
ting hua 	聽話	c=1 d=0.0350844 t=3096
ting ni 	聽你	c=1 d=0.913931 t=3096
ting shuo 	聽說	c=1 d=0.88692 t=3096
tong bu 	同步	c=7 d=5.29595 t=3096
tong shi 	同時	c=1 d=0.275271 t=3096
tong xin 	通信	c=4 d=0.701528 t=3096
tou 	頭	c=1 d=0.67032 t=3096
tou fa 	頭髮	c=4 d=0.813302 t=3096
tou nao 	頭腦	c=1 d=0.0213864 t=3096
tou yi ci 	頭一次	c=1 d=0.14808 t=3096
tui chu 	退出	c=3 d=1.32544 t=3096
tui chu lai 	推出來	c=1 d=0.0695994 t=3096
tui guang 	推廣	c=1 d=0.053397 t=3096
tui song 	推送	c=1 d=0.56836 t=3096
wa wa 	娃娃	c=0 d=0.0336216 t=3096
wa wa cai 	娃娃菜	c=1 d=0.337902 t=3096
wai mai 	外賣	c=1 d=0.110803 t=3096
wai ren 	外人	c=1 d=0.873716 t=3096
wan fan 	晚飯	c=1 d=0.193013 t=3096
wan fen 	萬分	c=0 d=0.0105928 t=3096
wan mei 	完美	c=1 d=0.0300468 t=3096
wan quan 	完全	c=5 d=1.56067 t=3096
wan shang 	晚上	c=4 d=0.960789 t=3096
wan yi dian 	晚一點	c=1 d=0.985112 t=3096
wang wang 	往往	c=2 d=0.110251 t=3096
wang ye 	網頁	c=1 d=0.0238732 t=3096
wang zhan 	網站	c=1 d=1 t=3096
wei 	位	c=4 d=0.654485 t=3096
wei 	未	c=1 d=0.0263839 t=3096
wei 	爲	c=3 d=1.52649 t=3096
wei bi 	未必	c=1 d=0.231078 t=3096
wei chi 	維持	c=1 d=0.767206 t=3096
wei ci 	爲此	c=1 d=0.115325 t=3096
wei dao 	味道	c=2 d=0.185808 t=3096
wei le 	爲了	c=1 d=0.337902 t=3096
wei ruan 	微軟	c=4 d=0.0421651 t=3096
wei yi 	唯一	c=2 d=0.0356146 t=3096
wen chang 	文昌	c=0 d=0.0367879 t=3096
wen chang ji 	文昌雞	c=1 d=0.369723 t=3096
wen hua 	文化	c=1 d=0.0448245 t=3096
wen jian 	文件	c=5 d=3.01864 t=3096
wen jian jia 	文件夾	c=1 d=0.0049667 t=3096
wen ti 	問題	c=1 d=0.16696 t=3096
windows 	Windows	c=1 d=0.00489275 t=3096
wo 	我	c=117 d=12.9526 t=3096
wo biao shi 	我表示	c=7 d=1.9582 t=3096
wo fa xian 	我發現	c=1 d=0.551563 t=3096
wo jia 	我家	c=1 d=0.67368 t=3096
wo ma 	我媽	c=1 d=0.358796 t=3096
wo men 	我們	c=30 d=12.3208 t=3096
wo qu 	我去	c=8 d=2.70381 t=3096
wo qu de 	我去的	c=1 d=0.0439369 t=3096
wo xian zai 	我現在	c=1 d=0.00856561 t=3096
wu bi 	務必	c=1 d=0.364219 t=3096
wu fa 	無法	c=1 d=0.806541 t=3096
wu guan 	無關	c=1 d=0.0776922 t=3096
wu se 	物色	c=1 d=0.0761538 t=3096
wu tiao jian 	無條件	c=1 d=0.511709 t=3096
wu zhe 	五折	c=1 d=0.548812 t=3096
xi fu 	媳婦	c=3 d=0.277936 t=3096
xi hao 	喜好	c=1 d=0.0761538 t=3096
xi huan 	喜歡	c=2 d=0.387769 t=3096
xi wang 	希望	c=3 d=0.141564 t=3096
xia 	下	c=2 d=0.941765 t=3096
xia che 	瞎扯	c=1 d=0.0513033 t=3096
xia jiang 	下降	c=1 d=0.778801 t=3096
xia lai 	下來	c=1 d=0.00887071 t=3096
xia mian 	下面	c=1 d=0.126818 t=3096
xia ren 	嚇人	c=1 d=0.0520787 t=3096
xia si ren 	嚇死人	c=1 d=0.0550232 t=3096
xia wu 	下午	c=1 d=0.0948935 t=3096
xia wu cha 	下午茶	c=1 d=0.060205 t=3096
xia xie 	蝦蟹	c=1 d=0.0746459 t=3096
xia zai 	下載	c=1 d=0.00486835 t=3096
xia zhou 	下週	c=1 d=0.486752 t=3096
xian 	先	c=1 d=0.551563 t=3096
xian cheng 	線程	c=3 d=1.37258 t=3096
xian cheng 	縣城	c=1 d=0.377192 t=3096
xian qian 	先前	c=2 d=0.0665368 t=3096
xian ru jin 	現如今	c=1 d=0.273898 t=3096
xian shi 	顯示	c=2 d=0.919492 t=3096
xian zai 	現在	c=18 d=2.30831 t=3096
xiang 	向	c=2 d=0.135465 t=3096
xiang 	想	c=2 d=0.454925 t=3096
xiang bu dao 	想不到	c=1 d=0.12493 t=3096
xiang chu 	相處	c=1 d=0.615697 t=3096
xiang dang yu 	相當於	c=1 d=0.212248 t=3096
xiang dao 	想到	c=1 d=0.0385808 t=3096
xiang dui 	相對	c=1 d=0.0284388 t=3096
xiang fa 	想法	c=1 d=0.100259 t=3096
xiang nong 	香農	c=2 d=0.349446 t=3096
xiang xiang 	想想	c=1 d=0.060205 t=3096
xiang xiang 	想象	c=2 d=0.244621 t=3096
xiang xin 	相信	c=2 d=0.120218 t=3096
xiang zhe 	想着	c=1 d=0.618783 t=3096
xiao 	小	c=2 d=0.941911 t=3096
xiao bao bao 	小寶寶	c=7 d=1.53546 t=3096
xiao di di 	小弟弟	c=1 d=0.0804596 t=3096
xiao fei zhe 	消費者	c=1 d=0.0753961 t=3096
xiao gong si 	小公司	c=2 d=0.472923 t=3096
xiao guo 	效果	c=1 d=0.00484407 t=3096
xiao lang hao 	小狼毫	c=7 d=3.44165 t=3096
xiao lv 	效率	c=1 d=0.079659 t=3096
xiao mao mi 	小貓咪	c=1 d=0.600496 t=3096
xiao mei nv 	小美女	c=1 d=0.0352602 t=3096
xiao mi 	小米	c=0 d=0.0101266 t=3096
xiao mi mi 	小米米	c=2 d=0.101774 t=3096
xiao nai zui 	小奶嘴	c=1 d=0.071719 t=3096
xiao qi 	小憩	c=1 d=0.847894 t=3096
xiao shun 	孝順	c=2 d=0.0650841 t=3096
xiao tu zi 	小兔子	c=1 d=0.118245 t=3096
xiao xiao 	小小	c=4 d=0.312459 t=3096
xie 	寫	c=2 d=0.806541 t=3096
xie ri ji 	寫日記	c=1 d=0.0992613 t=3096
xie xie 	謝謝	c=1 d=0.559898 t=3096
xie zhu 	協助	c=1 d=0.045275 t=3096
xin hao 	信號	c=1 d=0.148823 t=3096
xin li 	心理	c=2 d=1.53443 t=3096
xin li 	心裏	c=1 d=0.759572 t=3096
xin neng yuan 	新能源	c=1 d=0.0536647 t=3096
xin pian 	芯片	c=1 d=0.600496 t=3096
xin shang 	欣賞	c=1 d=0.0596059 t=3096
xin si 	心思	c=1 d=0.546074 t=3096
xin teng 	心疼	c=2 d=0.146352 t=3096
xin xian 	新鮮	c=1 d=0.222017 t=3096
xing 	行	c=10 d=2.28123 t=3096
xing neng 	性能	c=2 d=0.041542 t=3096
xing shi 	姓氏	c=1 d=0.158817 t=3096
xing shi 	形式	c=1 d=0.0471227 t=3096
xing wei 	行爲	c=1 d=0.438235 t=3096
xiu gai 	修改	c=3 d=0.673616 t=3096
xiu jia 	休假	c=1 d=0.2334 t=3096
xiu xi 	休息	c=2 d=0.843614 t=3096
xu yao 	需要	c=5 d=0.523065 t=3096
xuan ze 	選擇	c=4 d=0.338173 t=3096
xue 	學	c=1 d=0.410656 t=3096
xun zhao 	尋找	c=1 d=0.392586 t=3096
ya 	呀	c=6 d=2.23621 t=3096
ya rou 	鴨肉	c=1 d=0.0735345 t=3096
yan zheng 	驗證	c=1 d=0.0177743 t=3096
yang 	樣	c=1 d=0.00755912 t=3096
yang lao 	養老	c=1 d=0.137381 t=3096
yang zi 	樣子	c=8 d=2.53735 t=3096
yao 	要	c=27 d=3.59764 t=3096
yao bu ran 	要不然	c=1 d=0.941765 t=3096
yao si 	要死	c=2 d=0.94152 t=3096
ye 	也	c=54 d=6.14969 t=3096
