# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.11.2
#@/tick	3096
#@/user_id	xiaoyi-sp9
a 	啊	c=8 d=1.17034 t=3096
ye shi 	也是	c=8 d=2.1222 t=3096
ye suan shi 	也算是	c=1 d=0.141564 t=3096
ye zhe 	噎着	c=1 d=0.625002 t=3096
ye zi 	椰子	c=0 d=0.026054 t=3096
ye zi 	葉子	c=1 d=0.26054 t=3096
ye zi ji 	椰子雞	c=2 d=0.603145 t=3096
yi 	一	c=1 d=0.489192 t=3096
yi ban 	一般	c=1 d=0.0804596 t=3096
yi ban ban 	一般般	c=1 d=0.064894 t=3096
yi ban ren 	一般人	c=1 d=0.715338 t=3096
yi bei 	一杯	c=1 d=0.0972957 t=3096
yi ben shu 	一本書	c=1 d=0.339596 t=3096
yi chang 	一場	c=1 d=0.869358 t=3096
yi chou mo zhan 	一籌莫展	c=1 d=0.105928 t=3096
yi ci 	一次	c=2 d=0.532592 t=3096
yi da ban 	一大半	c=1 d=0.00565622 t=3096
yi da qun 	一大羣	c=1 d=0.232236 t=3096
yi dao cai 	一道菜	c=1 d=0.214381 t=3096
yi dian 	一點	c=8 d=1.56258 t=3096
yi dian dian 	一點點	c=1 d=0.774916 t=3096
yi dian er 	一點兒	c=1 d=0.0359725 t=3096
yi ding 	一定	c=2 d=0.0661054 t=3096
yi duan 	一段	c=1 d=0.0320647 t=3096
yi fen 	一份	c=1 d=0.0963697 t=3096
yi fen tang 	一份湯	c=1 d=0.114178 t=3096
yi fu 	衣服	c=2 d=0.0529371 t=3096
yi gai 	一概	c=1 d=0.0753961 t=3096
yi ge 	一個	c=31 d=2.46016 t=3096
yi hou 	以後	c=8 d=1.06913 t=3096
yi jia 	一家	c=1 d=0.261846 t=3096
yi jing 	已經	c=10 d=1.82396 t=3096
yi kai shi 	一開始	c=2 d=0.628135 t=3096
yi lai 	以來	c=1 d=0.0997588 t=3096
yi mang 	一忙	c=1 d=0.722527 t=3096
yi nian 	一年	c=1 d=0.0724398 t=3096
yi qian 	以前	c=7 d=1.05254 t=3096
yi qie 	一切	c=1 d=0.329559 t=3096
yi qun 	一羣	c=1 d=0.204948 t=3096
yi sheng 	一聲	c=1 d=0.113042 t=3096
yi sheng 	醫生	c=2 d=0.112718 t=3096
yi shi 	意識	c=1 d=0.869358 t=3096
yi shu 	藝術	c=1 d=0.194952 t=3096
yi si 	意思	c=4 d=2.00752 t=3096
yi tang 	一趟	c=1 d=0.228779 t=3096
yi wai 	意外	c=1 d=0.063609 t=3096
yi wan fen 	一萬分	c=1 d=0.106459 t=3096
yi wei 	以爲	c=2 d=0.377413 t=3096
yi wei zhe 	意味着	c=1 d=0.0808629 t=3096
yi wu suo you 	一無所有	c=1 d=0.519442 t=3096
yi xia 	一下	c=20 d=7.13393 t=3096
yi xian 	一線	c=0 d=0.0402524 t=3096
yi xian cheng shi 	一線城市	c=2 d=0.934478 t=3096
yi xie 	一些	c=3 d=0.693774 t=3096
yi yang 	一樣	c=3 d=1.57731 t=3096
yi yuan 	醫院	c=3 d=0.612508 t=3096
yi yue 	已閱	c=1 d=0.499074 t=3096
yi zhen 	一陣	c=2 d=0.164581 t=3096
yi zhen feng 	一陣風	c=1 d=0.865022 t=3096
yi zhen zi 	一陣子	c=1 d=0.0383884 t=3096
yi zheng tian 	一整天	c=1 d=0.0867261 t=3096
yi zhi 	一直	c=5 d=0.843726 t=3096
yi zhong 	一種	c=1 d=0.351692 t=3096
yin dao 	引導	c=1 d=0.806541 t=3096
yin shi pin 	音視頻	c=1 d=0.265803 t=3096
yin wei 	因爲	c=4 d=0.708509 t=3096
yin xiang 	印象	c=1 d=0.135335 t=3096
yin ye fei shi 	因噎廢食	c=2 d=1.32906 t=3096
ying gai 	應該	c=9 d=1.67625 t=3096
ying jian 	硬件	c=1 d=0.0109985 t=3096
ying wei 	應爲	c=1 d=0.436049 t=3096
ying wen 	英文	c=1 d=0.951229 t=3096
ying xiang 	影響	c=4 d=1.67588 t=3096
ying yang ye 	營養液	c=1 d=0.759572 t=3096
ying yong 	應用	c=2 d=0.472742 t=3096
yong 	用	c=11 d=2.16935 t=3096
yong hu 	用戶	c=5 d=1.90856 t=3096
yong lai 	用來	c=1 d=0.324652 t=3096
yong qi lai 	用起來	c=1 d=0.895834 t=3096
you 	又	c=2 d=0.472735 t=3096
you 	有	c=33 d=4.83206 t=3096
you dian 	有點	c=1 d=0.67032 t=3096
you hui ka 	優惠卡	c=1 d=0.56836 t=3096
you ji hui 	有機會	c=1 d=0.0639279 t=3096
you jian 	右鍵	c=1 d=0.0356146 t=3096
you jian cai dan 	右鍵菜單	c=1 d=0.0361528 t=3096
you qi 	尤其	c=2 d=0.455126 t=3096
you qi shi 	尤其是	c=1 d=0.0483156 t=3096
you shi hou 	有時候	c=3 d=0.915182 t=3096
you shi jian 	有時間	c=1 d=0.479505 t=3096
you wei 	有位	c=1 d=0.187308 t=3096
you xi 	遊戲	c=1 d=0.00909528 t=3096
you xie 	有些	c=1 d=0.168638 t=3096
you xin 	有心	c=1 d=0.101774 t=3096
you xin ren 	有心人	c=1 d=0.0948935 t=3096
yu bao 	預報	c=1 d=0.13332 t=3096
yu dao 	遇到	c=3 d=1.67212 t=3096
yu lei 	魚類	c=1 d=0.0742736 t=3096
yu shui 	雨水	c=1 d=0.0389686 t=3096
yuan gong 	員工	c=1 d=0.186374 t=3096
yuan lai 	原來	c=1 d=0.839457 t=3096
yuan lao 	元老	c=2 d=0.283133 t=3096
yuan sheng 	原聲	c=1 d=0.0515605 t=3096
yue 	月	c=1 d=0.496585 t=3096
yue mu 	岳母	c=1 d=0.451581 t=3096
yue yu 	粵語	c=2 d=0.250525 t=3096
yue yu 	越獄	c=1 d=0.122456 t=3096
yun dong 	運動	c=1 d=0.199888 t=3096
yun xu 	允許	c=1 d=0.170333 t=3096
yun ying shang 	運營商	c=1 d=0.00704808 t=3096
zai 	再	c=11 d=1.14938 t=3096
zai 	在	c=32 d=4.104 t=3096
zai hu 	在乎	c=1 d=0.65377 t=3096
zai shuo 	再說	c=1 d=0.0982736 t=3096
zai xian 	在線	c=2 d=0.579946 t=3096
zai ye 	再也	c=1 d=0.0642483 t=3096
zai yi yuan 	在醫院	c=1 d=0.20089 t=3096
zan men 	咱們	c=1 d=0.759572 t=3096
zan zhu 	贊助	c=1 d=0.511709 t=3096
zao 	早	c=1 d=0.0773047 t=3096
zao dian 	早點	c=1 d=0.0544757 t=3096
zao qi 	早期	c=1 d=0.167797 t=3096
zao shang 	早上	c=3 d=0.233968 t=3096
zao yi dian 	早一點	c=2 d=0.535478 t=3096
zen me 	怎麼	c=8 d=1.41732 t=3096
zen me zuo 	怎麼做	c=1 d=0.506617 t=3096
zha dui 	扎堆	c=1 d=0.543351 t=3096
zha yi kan 	乍一看	c=1 d=0.0471227 t=3096
zhai chu 	摘除	c=2 d=1.10867 t=3096
zhan kai 	展開	c=1 d=0.960789 t=3096
zhan ting 	展廳	c=1 d=0.239309 t=3096
zhan yong 	佔用	c=1 d=0.0250972 t=3096
zhang 	長	c=2 d=0.744532 t=3096
zhang chu lai 	長出來	c=2 d=0.817379 t=3096
zhang hao 	帳號	c=1 d=0.0417941 t=3096
zhao 	找	c=2 d=0.402876 t=3096
zhao bu dao 	找不到	c=1 d=0.349938 t=3096
zhao pian 	照片	c=1 d=0.946485 t=3096
zhe 	這	c=11 d=1.65924 t=3096
zhe ben shen 	這本身	c=1 d=0.460704 t=3096
zhe ben shu 	這本書	c=1 d=0.346456 t=3096
zhe bian 	這邊	c=4 d=0.89529 t=3096
zhe die 	摺疊	c=1 d=0.110803 t=3096
zhe duan 	這段	c=1 d=0.186374 t=3096
zhe ge 	這個	c=50 d=10.5132 t=3096
zhe ge dong xi 	這個東西	c=3 d=1.43317 t=3096
zhe ge yue 	這個月	c=1 d=0.472367 t=3096
zhe ji nian 	這幾年	c=1 d=0.0528657 t=3096
zhe ji tian 	這幾天	c=2 d=0.959478 t=3096
zhe jiu 	這就	c=1 d=0.818731 t=3096
zhe kuan 	這款	c=2 d=1.86946 t=3096
zhe li 	這裏	c=3 d=0.814647 t=3096
zhe liang ge 	這兩個	c=1 d=0.111917 t=3096
zhe liang tian 	這兩天	c=1 d=0.360595 t=3096
zhe me 	這麼	c=1 d=0.0227089 t=3096
zhe nian tou 	這年頭	c=1 d=0.400517 t=3096
zhe shi 	這是	c=2 d=0.451721 t=3096
zhe teng 	折騰	c=1 d=0.0298969 t=3096
zhe tiao 	這條	c=1 d=0.00835412 t=3096
zhe wan yi 	這玩意	c=2 d=0.300401 t=3096
zhe yang 	這樣	c=5 d=0.630578 t=3096
zhe yi dian 	這一點	c=2 d=0.219293 t=3096
zhe yi tao 	這一套	c=2 d=0.3622 t=3096
zhe zhong 	這種	c=13 d=3.28791 t=3096
zhen de 	真的	c=1 d=0.0605068 t=3096
zhen xin 	真心	c=8 d=1.57251 t=3096
zheng hao 	正好	c=1 d=0.319819 t=3096
zheng shu 	整數	c=1 d=0.0335406 t=3096
zhi 	只	c=1 d=0.524663 t=3096
zhi biao 	製表	c=1 d=0.951229 t=3096
zhi chi 	支持	c=1 d=0.0520787 t=3096
zhi dao 	知道	c=2 d=0.185103 t=3096
zhi hu 	支護	c=1 d=0.162838 t=3096
zhi jie 	直接	c=3 d=0.80048 t=3096
zhi lei 	之類	c=2 d=0.492467 t=3096
zhi neng 	只能	c=3 d=0.860929 t=3096
zhi shao 	至少	c=1 d=0.0492917 t=3096
zhi shi 	只是	c=2 d=0.682553 t=3096
zhi sun 	止損	c=1 d=0.873716 t=3096
zhi wen 	指紋	c=2 d=0.0369164 t=3096
zhi xing 	執行	c=1 d=0.379083 t=3096
zhi xing li 	執行力	c=2 d=0.354663 t=3096
zhi yao 	只要	c=3 d=0.796515 t=3096
zhi you 	只有	c=2 d=0.615697 t=3096
zhong 	中	c=1 d=0.136014 t=3096
zhong ceng 	中層	c=1 d=0.123687 t=3096
zhong guo 	中國	c=1 d=1 t=3096
zhong wen 	中文	c=1 d=0.937067 t=3096
zhong wen ming 	中文名	c=1 d=0.0466538 t=3096
zhong wu 	中午	c=1 d=0.0837432 t=3096
zhong ying wen 	中英文	c=3 d=1.19246 t=3096
zhou 	周	c=1 d=0.192776 t=3096
zhou mo 	週末	c=3 d=0.737123 t=3096
zhu 	住	c=1 d=0.0587185 t=3096
zhu yao 	主要	c=1 d=0.0614212 t=3096
zhua de 	抓得	c=1 d=0.0746459 t=3096
zhuan 	賺	c=1 d=0.895834 t=3096
zhuan 	轉	c=2 d=0.466168 t=3096
zhuan men 	專門	c=2 d=0.754162 t=3096
zhuan ye 	專業	c=1 d=0.219808 t=3096
zhuan zhu 	專注	c=1 d=0.38868 t=3096
zhuang shi 	壯實	c=1 d=0.0315873 t=3096
zhui ni 	追你	c=1 d=0.131336 t=3096
zhun bei 	準備	c=1 d=0.822835 t=3096
zhuo mian 	桌面	c=1 d=0.122456 t=3096
zi 	子	c=0 d=0.0418952 t=3096
zi ding yi 	自定義	c=2 d=1.11201 t=3096
zi dong 	自動	c=2 d=0.0541044 t=3096
zi fu 	字符	c=1 d=0.83527 t=3096
zi fu chuan 	字符串	c=1 d=0.0330412 t=3096
zi ji 	自己	c=15 d=2.94674 t=3096
zi liao 	資料	c=2 d=1.91813 t=3096
zi ran 	自然	c=1 d=0.790571 t=3096
zi ran ri 	自然日	c=1 d=0.19593 t=3096
zi shen 	自身	c=1 d=0.826959 t=3096
zi wen 	自問	c=1 d=0.436049 t=3096
zi xian cheng 	子線程	c=1 d=0.421052 t=3096
zi you 	自由	c=1 d=0.130029 t=3096
zong gong 	總共	c=1 d=0.210136 t=3096
zong jie 	總結	c=1 d=0.408608 t=3096
zong shang 	綜上	c=1 d=0.451581 t=3096
zong shi 	總是	c=1 d=0.0544757 t=3096
zong yao 	總要	c=1 d=0.0575558 t=3096
zou 	走	c=1 d=0.00670434 t=3096
zu chu qu 	租出去	c=1 d=0.082085 t=3096
zu gou 	足夠	c=1 d=0.22091 t=3096
zu he jian 	組合鍵	c=3 d=2.54377 t=3096
zu le 	租了	c=1 d=0.0596059 t=3096
zu yue 	租約	c=1 d=0.0731678 t=3096
zui 	最	c=4 d=1.4127 t=3096
zui duo 	最多	c=2 d=0.280815 t=3096
zui hou 	最後	c=3 d=0.583722 t=3096
zui jin 	最近	c=2 d=0.729233 t=3096
zui kuai le 	最快樂	c=1 d=0.32628 t=3096
zui zhong 	最終	c=2 d=0.0991085 t=3096
zun zhong 	尊重	c=2 d=0.787158 t=3096
zuo 	作	c=1 d=0.496585 t=3096
zuo 	做	c=16 d=2.28864 t=3096
zuo fa 	做法	c=1 d=0.379083 t=3096
zuo fan 	做飯	c=2 d=0.889894 t=3096
zuo mo 	作模	c=2 d=0.759572 t=3096
zuo sheng yi 	做生意	c=1 d=0.0739031 t=3096
zuo shi 	做事	c=1 d=0.367879 t=3096
zuo wan 	做完	c=1 d=0.782705 t=3096
zuo wei 	作爲	c=1 d=0.159614 t=3096
zuo yong 	作用	c=2 d=0.891366 t=3096
zuo you 	左右	c=1 d=0.0104099 t=3096
zuo zhe 	坐着	c=1 d=0.186374 t=3096
